CRName  Row  Col  Date  Type  
CS 722   12   0   0.33   H   
CS 723   12   0   0.33   H   
CS 776   12   0   0.33   H   
CS 791   12   0   0.33   H   
CS 795   12   0   0.33   H   
CS 796   12   0   0.33   H   
CS 822   12   0   0.33   H   
CS 823   12   0   0.33   H   
CS 876   12   0   0.33   H   
CS 891   12   0   0.33   H   
CS 895   12   0   0.33   H   
CS 896   12   0   0.33   H   
CS 899   12   0   0.33   H   
CS 999   12   0   0.33   H   
CS 120G   13   0   0.33   H   
CS 121G   13   0   0.33   H   
CS 129   13   0   0.33   H   
CS 150   13   0   0.33   H   
CS 170   13   0   0.33   H   
CS 229   13   0   0.33   H   
CS 250   13   0   0.33   H   
CS 252   13   0   0.33   H   
CS 270   13   0   0.33   H   
CS 300T   13   0   0.33   H   
CS 312   13   0   0.33   H   
CS 330   13   0   0.33   H   
CS 334   13   0   0.33   H   
CS 350   13   0   0.33   H   
CS 355   13   0   0.33   H   
CS 361   13   0   0.33   H   
CS 367   13   0   0.33   H   
CS 368   13   0   0.33   H   
CS 381   13   0   0.33   H   
CS 382   13   0   0.33   H   
CS 390   13   0   0.33   H   
CS 395   13   0   0.33   H   
CS 402   13   0   0.33   H   
CS 410   13   0   0.33   H   
CS 411W   13   0   0.33   H   
CS 417   13   0   0.33   H   
CS 418   13   0   0.33   H   
CS 432   13   0   0.33   H   
CS 450   13   0   0.33   H   
CS 455   13   0   0.33   H   
CS 460   13   0   0.33   H   
CS 462   13   0   0.33   H   
CS 463   13   0   0.33   H   
CS 464   13   0   0.33   H   
CS 467   13   0   0.33   H   
CS 471   13   0   0.33   H   
CS 480   13   0   0.33   H   
CS 497   13   0   0.33   H   
CS 500   13   0   0.33   H   
CS 502   13   0   0.33   H   
CS 517   13   0   0.33   H   
CS 518   13   0   0.33   H   
CS 532   13   0   0.33   H   
CS 550   13   0   0.33   H   
CS 555   13   0   0.33   H   
CS 562   13   0   0.33   H   
CS 563   13   0   0.33   H   
CS 564   13   0   0.33   H   
CS 567   13   0   0.33   H   
CS 580   13   0   0.33   H   
CS 597   13   0   0.33   H   
CS 620   13   0   0.33   H   
CS 625   13   0   0.33   H   
CS 665   13   0   0.33   H   
CS 667   13   0   0.33   H   
CS 690   13   0   0.33   H   
CS 697   13   0   0.33   H   
CS 698   13   0   0.33   H   
CS 699   13   0   0.33   H   
CS 722   13   0   0.33   H   
CS 723   13   0   0.33   H   
CS 776   13   0   0.33   H   
CS 791   13   0   0.33   H   
CS 795   13   0   0.33   H   
CS 796   13   0   0.33   H   
CS 822   13   0   0.33   H   
CS 823   13   0   0.33   H   
CS 876   13   0   0.33   H   
CS 891   13   0   0.33   H   
CS 895   13   0   0.33   H   
CS 896   13   0   0.33   H   
CS 899   13   0   0.33   H   
CS 999   13   0   0.33   H   
CS 120G   14   0   0.34   H   
CS 121G   14   0   0.34   H   
CS 129   14   0   0.34   H   
CS 150   14   0   0.34   H   
CS 170   14   0   0.34   H   
CS 229   14   0   0.34   H   
CS 250   14   0   0.34   H   
CS 252   14   0   0.34   H   
CS 270   14   0   0.34   H   
CS 300T   14   0   0.34   H   
CS 312   14   0   0.34   H   
CS 330   14   0   0.34   H   
CS 334   14   0   0.34   H   
CS 350   14   0   0.34   H   
CS 355   14   0   0.34   H   
CS 361   14   0   0.34   H   
CS 367   14   0   0.34   H   
CS 368   14   0   0.34   H   
CS 381   14   0   0.34   H   
CS 382   14   0   0.34   H   
CS 390   14   0   0.34   H   
CS 395   14   0   0.34   H   
CS 402   14   0   0.34   H   
CS 410   14   0   0.34   H   
CS 411W   14   0   0.34   H   
CS 417   14   0   0.34   H   
CS 418   14   0   0.34   H   
CS 432   14   0   0.34   H   
CS 450   14   0   0.34   H   
CS 455   14   0   0.34   H   
CS 460   14   0   0.34   H   
CS 462   14   0   0.34   H   
CS 463   14   0   0.34   H   
CS 464   14   0   0.34   H   
CS 467   14   0   0.34   H   
CS 471   14   0   0.34   H   
CS 480   14   0   0.34   H   
CS 497   14   0   0.34   H   
CS 500   14   0   0.34   H   
CS 502   14   0   0.34   H   
CS 517   14   0   0.34   H   
CS 518   14   0   0.34   H   
CS 532   14   0   0.34   H   
CS 550   14   0   0.34   H   
CS 555   14   0   0.34   H   
CS 562   14   0   0.34   H   
CS 563   14   0   0.34   H   
CS 564   14   0   0.34   H   
CS 567   14   0   0.34   H   
CS 580   14   0   0.34   H   
CS 597   14   0   0.34   H   
CS 620   14   0   0.34   H   
CS 625   14   0   0.34   H   
CS 665   14   0   0.34   H   
CS 667   14   0   0.34   H   
CS 690   14   0   0.34   H   
CS 697   14   0   0.34   H   
CS 698   14   0   0.34   H   
CS 699   14   0   0.34   H   
CS 722   14   0   0.34   H   
CS 723   14   0   0.34   H   
CS 776   14   0   0.34   H   
CS 791   14   0   0.34   H   
CS 795   14   0   0.34   H   
CS 796   14   0   0.34   H   
CS 822   14   0   0.34   H   
CS 823   14   0   0.34   H   
CS 876   14   0   0.34   H   
CS 891   14   0   0.34   H   
CS 895   14   0   0.34   H   
CS 896   14   0   0.34   H   
CS 899   14   0   0.34   H   
CS 999   14   0   0.34   H   
CS 120G   15   0   0.35   H   
CS 121G   15   0   0.35   H   
CS 129   15   0   0.35   H   
CS 150   15   0   0.35   H   
CS 170   15   0   0.35   H   
CS 229   15   0   0.35   H   
CS 250   15   0   0.35   H   
CS 252   15   0   0.35   H   
CS 270   15   0   0.35   H   
CS 300T   15   0   0.35   H   
CS 312   15   0   0.35   H   
CS 330   15   0   0.35   H   
CS 334   15   0   0.35   H   
CS 350   15   0   0.35   H   
CS 355   15   0   0.35   H   
CS 361   15   0   0.35   H   
CS 367   15   0   0.35   H   
CS 368   15   0   0.35   H   
CS 381   15   0   0.35   H   
CS 382   15   0   0.35   H   
CS 390   15   0   0.35   H   
CS 395   15   0   0.35   H   
CS 402   15   0   0.35   H   
CS 410   15   0   0.35   H   
CS 411W   15   0   0.35   H   
CS 417   15   0   0.35   H   
CS 418   15   0   0.35   H   
CS 432   15   0   0.35   H   
CS 450   15   0   0.35   H   
CS 455   15   0   0.35   H   
CS 460   15   0   0.35   H   
CS 462   15   0   0.35   H   
CS 463   15   0   0.35   H   
CS 464   15   0   0.35   H   
CS 467   15   0   0.35   H   
CS 471   15   0   0.35   H   
CS 480   15   0   0.35   H   
CS 497   15   0   0.35   H   
CS 500   15   0   0.35   H   
CS 502   15   0   0.35   H   
CS 517   15   0   0.35   H   
CS 518   15   0   0.35   H   
CS 532   15   0   0.35   H   
CS 550   15   0   0.35   H   
CS 555   15   0   0.35   H   
CS 562   15   0   0.35   H   
CS 563   15   0   0.35   H   
CS 564   15   0   0.35   H   
CS 567   15   0   0.35   H   
CS 580   15   0   0.35   H   
CS 597   15   0   0.35   H   
CS 620   15   0   0.35   H   
CS 625   15   0   0.35   H   
CS 665   15   0   0.35   H   
CS 667   15   0   0.35   H   
CS 690   15   0   0.35   H   
CS 697   15   0   0.35   H   
CS 698   15   0   0.35   H   
CS 699   15   0   0.35   H   
CS 722   15   0   0.35   H   
CS 723   15   0   0.35   H   
CS 776   15   0   0.35   H   
CS 791   15   0   0.35   H   
CS 795   15   0   0.35   H   
CS 796   15   0   0.35   H   
CS 822   15   0   0.35   H   
CS 823   15   0   0.35   H   
CS 876   15   0   0.35   H   
CS 891   15   0   0.35   H   
CS 895   15   0   0.35   H   
CS 896   15   0   0.35   H   
CS 899   15   0   0.35   H   
CS 999   15   0   0.35   H   
CS 120G   16   0   0.35   H   
CS 121G   16   0   0.35   H   
CS 129   16   0   0.35   H   
CS 150   16   0   0.35   H   
CS 170   16   0   0.35   H   
CS 229   16   0   0.35   H   
CS 250   16   0   0.35   H   
CS 252   16   0   0.35   H   
CS 270   16   0   0.35   H   
CS 300T   16   0   0.35   H   
CS 312   16   0   0.35   H   
CS 330   16   0   0.35   H   
CS 334   16   0   0.35   H   
CS 350   16   0   0.35   H   
CS 355   16   0   0.35   H   
CS 361   16   0   0.35   H   
CS 367   16   0   0.35   H   
CS 368   16   0   0.35   H   
CS 381   16   0   0.35   H   
CS 382   16   0   0.35   H   
CS 390   16   0   0.35   H   
CS 395   16   0   0.35   H   
CS 402   16   0   0.35   H   
CS 410   16   0   0.35   H   
CS 411W   16   0   0.35   H   
CS 417   16   0   0.35   H   
CS 418   16   0   0.35   H   
CS 432   16   0   0.35   H   
CS 450   16   0   0.35   H   
CS 455   16   0   0.35   H   
CS 460   16   0   0.35   H   
CS 462   16   0   0.35   H   
CS 463   16   0   0.35   H   
CS 464   16   0   0.35   H   
CS 467   16   0   0.35   H   
CS 471   16   0   0.35   H   
CS 480   16   0   0.35   H   
CS 497   16   0   0.35   H   
CS 500   16   0   0.35   H   
CS 502   16   0   0.35   H   
CS 517   16   0   0.35   H   
CS 518   16   0   0.35   H   
CS 532   16   0   0.35   H   
CS 550   16   0   0.35   H   
CS 555   16   0   0.35   H   
CS 562   16   0   0.35   H   
CS 563   16   0   0.35   H   
CS 564   16   0   0.35   H   
CS 567   16   0   0.35   H   
CS 580   16   0   0.35   H   
CS 597   16   0   0.35   H   
CS 620   16   0   0.35   H   
CS 625   16   0   0.35   H   
CS 665   16   0   0.35   H   
CS 667   16   0   0.35   H   
CS 690   16   0   0.35   H   
CS 697   16   0   0.35   H   
CS 698   16   0   0.35   H   
CS 699   16   0   0.35   H   
CS 722   16   0   0.35   H   
CS 723   16   0   0.35   H   
CS 776   16   0   0.35   H   
CS 791   16   0   0.35   H   
CS 795   16   0   0.35   H   
CS 796   16   0   0.35   H   
CS 822   16   0   0.35   H   
CS 823   16   0   0.35   H   
CS 876   16   0   0.35   H   
CS 891   16   0   0.35   H   
CS 895   16   0   0.35   H   
CS 896   16   0   0.35   H   
CS 899   16   0   0.35   H   
CS 999   16   0   0.35   H   
CS 120G   17   0   0.36   H   
CS 121G   17   0   0.36   H   
CS 129   17   0   0.36   H   
CS 150   17   0   0.36   H   
CS 170   17   0   0.36   H   
CS 229   17   0   0.36   H   
CS 250   17   0   0.36   H   
CS 252   17   0   0.36   H   
CS 270   17   0   0.36   H   
CS 300T   17   0   0.36   H   
CS 312   17   0   0.36   H   
CS 330   17   0   0.36   H   
CS 334   17   0   0.36   H   
CS 350   17   0   0.36   H   
CS 355   17   0   0.36   H   
CS 361   17   0   0.36   H   
CS 367   17   0   0.36   H   
CS 368   17   0   0.36   H   
CS 381   17   0   0.36   H   
CS 382   17   0   0.36   H   
CS 390   17   0   0.36   H   
CS 395   17   0   0.36   H   
CS 402   17   0   0.36   H   
CS 410   17   0   0.36   H   
CS 411W   17   0   0.36   H   
CS 417   17   0   0.36   H   
CS 418   17   0   0.36   H   
CS 432   17   0   0.36   H   
CS 450   17   0   0.36   H   
CS 455   17   0   0.36   H   
CS 460   17   0   0.36   H   
CS 462   17   0   0.36   H   
CS 463   17   0   0.36   H   
CS 464   17   0   0.36   H   
CS 467   17   0   0.36   H   
CS 471   17   0   0.36   H   
CS 480   17   0   0.36   H   
CS 497   17   0   0.36   H   
CS 500   17   0   0.36   H   
CS 502   17   0   0.36   H   
CS 517   17   0   0.36   H   
CS 518   17   0   0.36   H   
CS 532   17   0   0.36   H   
CS 550   17   0   0.36   H   
CS 555   17   0   0.36   H   
CS 562   17   0   0.36   H   
CS 563   17   0   0.36   H   
CS 564   17   0   0.36   H   
CS 567   17   0   0.36   H   
CS 580   17   0   0.36   H   
CS 597   17   0   0.36   H   
CS 620   17   0   0.36   H   
CS 625   17   0   0.36   H   
CS 665   17   0   0.36   H   
CS 667   17   0   0.36   H   
CS 690   17   0   0.36   H   
CS 697   17   0   0.36   H   
CS 698   17   0   0.36   H   
CS 699   17   0   0.36   H   
CS 722   17   0   0.36   H   
CS 723   17   0   0.36   H   
CS 776   17   0   0.36   H   
CS 791   17   0   0.36   H   
CS 795   17   0   0.36   H   
CS 796   17   0   0.36   H   
CS 822   17   0   0.36   H   
CS 823   17   0   0.36   H   
CS 876   17   0   0.36   H   
CS 891   17   0   0.36   H   
CS 895   17   0   0.36   H   
CS 896   17   0   0.36   H   
CS 899   17   0   0.36   H   
CS 999   17   0   0.36   H   
CS 120G   18   0   0.37   H   
CS 121G   18   0   0.37   H   
CS 129   18   0   0.37   H   
CS 150   18   0   0.37   H   
CS 170   18   0   0.37   H   
CS 229   18   0   0.37   H   
CS 250   18   0   0.37   H   
CS 252   18   0   0.37   H   
CS 270   18   0   0.37   H   
CS 300T   18   0   0.37   H   
CS 312   18   0   0.37   H   
CS 330   18   0   0.37   H   
CS 334   18   0   0.37   H   
CS 350   18   0   0.37   H   
CS 355   18   0   0.37   H   
CS 361   18   0   0.37   H   
CS 367   18   0   0.37   H   
CS 368   18   0   0.37   H   
CS 381   18   0   0.37   H   
CS 382   18   0   0.37   H   
CS 390   18   0   0.37   H   
CS 395   18   0   0.37   H   
CS 402   18   0   0.37   H   
CS 410   18   0   0.37   H   
CS 411W   18   0   0.37   H   
CS 417   18   0   0.37   H   
CS 418   18   0   0.37   H   
CS 432   18   0   0.37   H   
CS 450   18   0   0.37   H   
CS 455   18   0   0.37   H   
CS 460   18   0   0.37   H   
CS 462   18   0   0.37   H   
CS 463   18   0   0.37   H   
CS 464   18   0   0.37   H   
CS 467   18   0   0.37   H   
CS 471   18   0   0.37   H   
CS 480   18   0   0.37   H   
CS 497   18   0   0.37   H   
CS 500   18   0   0.37   H   
CS 502   18   0   0.37   H   
CS 517   18   0   0.37   H   
CS 518   18   0   0.37   H   
CS 532   18   0   0.37   H   
CS 550   18   0   0.37   H   
CS 555   18   0   0.37   H   
CS 562   18   0   0.37   H   
CS 563   18   0   0.37   H   
CS 564   18   0   0.37   H   
CS 567   18   0   0.37   H   
CS 580   18   0   0.37   H   
CS 597   18   0   0.37   H   
CS 620   18   0   0.37   H   
CS 625   18   0   0.37   H   
CS 665   18   0   0.37   H   
CS 667   18   0   0.37   H   
CS 690   18   0   0.37   H   
CS 697   18   0   0.37   H   
CS 698   18   0   0.37   H   
CS 699   18   0   0.37   H   
CS 722   18   0   0.37   H   
CS 723   18   0   0.37   H   
CS 776   18   0   0.37   H   
CS 791   18   0   0.37   H   
CS 795   18   0   0.37   H   
CS 796   18   0   0.37   H   
CS 822   18   0   0.37   H   
CS 823   18   0   0.37   H   
CS 876   18   0   0.37   H   
CS 891   18   0   0.37   H   
CS 895   18   0   0.37   H   
CS 896   18   0   0.37   H   
CS 899   18   0   0.37   H   
CS 999   18   0   0.37   H   
CS 120G   19   0   0.37   H   
CS 121G   19   0   0.37   H   
CS 129   19   0   0.37   H   
CS 150   19   0   0.37   H   
CS 170   19   0   0.37   H   
CS 229   19   0   0.37   H   
CS 250   19   0   0.37   H   
CS 252   19   0   0.37   H   
CS 270   19   0   0.37   H   
CS 300T   19   0   0.37   H   
CS 312   19   0   0.37   H   
CS 330   19   0   0.37   H   
CS 334   19   0   0.37   H   
CS 350   19   0   0.37   H   
CS 355   19   0   0.37   H   
CS 361   19   0   0.37   H   
CS 367   19   0   0.37   H   
CS 368   19   0   0.37   H   
CS 381   19   0   0.37   H   
CS 382   19   0   0.37   H   
CS 390   19   0   0.37   H   
CS 395   19   0   0.37   H   
CS 402   19   0   0.37   H   
CS 410   19   0   0.37   H   
CS 411W   19   0   0.37   H   
CS 417   19   0   0.37   H   
CS 418   19   0   0.37   H   
CS 432   19   0   0.37   H   
CS 450   19   0   0.37   H   
CS 455   19   0   0.37   H   
CS 460   19   0   0.37   H   
CS 462   19   0   0.37   H   
CS 463   19   0   0.37   H   
CS 464   19   0   0.37   H   
CS 467   19   0   0.37   H   
CS 471   19   0   0.37   H   
CS 480   19   0   0.37   H   
CS 497   19   0   0.37   H   
CS 500   19   0   0.37   H   
CS 502   19   0   0.37   H   
CS 517   19   0   0.37   H   
CS 518   19   0   0.37   H   
CS 532   19   0   0.37   H   
CS 550   19   0   0.37   H   
CS 555   19   0   0.37   H   
CS 562   19   0   0.37   H   
CS 563   19   0   0.37   H   
CS 564   19   0   0.37   H   
CS 567   19   0   0.37   H   
CS 580   19   0   0.37   H   
CS 597   19   0   0.37   H   
CS 620   19   0   0.37   H   
CS 625   19   0   0.37   H   
CS 665   19   0   0.37   H   
CS 667   19   0   0.37   H   
CS 690   19   0   0.37   H   
CS 697   19   0   0.37   H   
CS 698   19   0   0.37   H   
CS 699   19   0   0.37   H   
CS 722   19   0   0.37   H   
CS 723   19   0   0.37   H   
CS 776   19   0   0.37   H   
CS 791   19   0   0.37   H   
CS 795   19   0   0.37   H   
CS 796   19   0   0.37   H   
CS 822   19   0   0.37   H   
CS 823   19   0   0.37   H   
CS 876   19   0   0.37   H   
CS 891   19   0   0.37   H   
CS 895   19   0   0.37   H   
CS 896   19   0   0.37   H   
CS 899   19   0   0.37   H   
CS 999   19   0   0.37   H   
CS 120G   20   0   0.38   H   
CS 121G   20   0   0.38   H   
CS 129   20   0   0.38   H   
CS 150   20   0   0.38   H   
CS 170   20   0   0.38   H   
CS 229   20   0   0.38   H   
CS 250   20   0   0.38   H   
CS 252   20   0   0.38   H   
CS 270   20   0   0.38   H   
CS 300T   20   0   0.38   H   
CS 312   20   0   0.38   H   
CS 330   20   0   0.38   H   
CS 334   20   0   0.38   H   
CS 350   20   0   0.38   H   
CS 355   20   0   0.38   H   
CS 361   20   0   0.38   H   
CS 367   20   0   0.38   H   
CS 368   20   0   0.38   H   
CS 381   20   0   0.38   H   
CS 382   20   0   0.38   H   
CS 390   20   0   0.38   H   
CS 395   20   0   0.38   H   
CS 402   20   0   0.38   H   
CS 410   20   0   0.38   H   
CS 411W   20   0   0.38   H   
CS 417   20   0   0.38   H   
CS 418   20   0   0.38   H   
CS 432   20   0   0.38   H   
CS 450   20   0   0.38   H   
CS 455   20   0   0.38   H   
CS 460   20   0   0.38   H   
CS 462   20   0   0.38   H   
CS 463   20   0   0.38   H   
CS 464   20   0   0.38   H   
CS 467   20   0   0.38   H   
CS 471   20   0   0.38   H   
CS 480   20   0   0.38   H   
CS 497   20   0   0.38   H   
CS 500   20   0   0.38   H   
CS 502   20   0   0.38   H   
CS 517   20   0   0.38   H   
CS 518   20   0   0.38   H   
CS 532   20   0   0.38   H   
CS 550   20   0   0.38   H   
CS 555   20   0   0.38   H   
CS 562   20   0   0.38   H   
CS 563   20   0   0.38   H   
CS 564   20   0   0.38   H   
CS 567   20   0   0.38   H   
CS 580   20   0   0.38   H   
CS 597   20   0   0.38   H   
CS 620   20   0   0.38   H   
CS 625   20   0   0.38   H   
CS 665   20   0   0.38   H   
CS 667   20   0   0.38   H   
CS 690   20   0   0.38   H   
CS 697   20   0   0.38   H   
CS 698   20   0   0.38   H   
CS 699   20   0   0.38   H   
CS 722   20   0   0.38   H   
CS 723   20   0   0.38   H   
CS 776   20   0   0.38   H   
CS 791   20   0   0.38   H   
CS 795   20   0   0.38   H   
CS 796   20   0   0.38   H   
CS 822   20   0   0.38   H   
CS 823   20   0   0.38   H   
CS 876   20   0   0.38   H   
CS 891   20   0   0.38   H   
CS 895   20   0   0.38   H   
CS 896   20   0   0.38   H   
CS 899   20   0   0.38   H   
CS 999   20   0   0.38   H   
CS 120G   21   0   0.39   H   
CS 121G   21   0   0.39   H   
CS 129   21   0   0.39   H   
CS 150   21   0   0.39   H   
CS 170   21   0   0.39   H   
CS 229   21   0   0.39   H   
CS 250   21   0   0.39   H   
CS 252   21   0   0.39   H   
CS 270   21   0   0.39   H   
CS 300T   21   0   0.39   H   
CS 312   21   0   0.39   H   
CS 330   21   0   0.39   H   
CS 334   21   0   0.39   H   
CS 350   21   0   0.39   H   
CS 355   21   0   0.39   H   
CS 361   21   0   0.39   H   
CS 367   21   0   0.39   H   
CS 368   21   0   0.39   H   
CS 381   21   0   0.39   H   
CS 382   21   0   0.39   H   
CS 390   21   0   0.39   H   
CS 395   21   0   0.39   H   
CS 402   21   0   0.39   H   
CS 410   21   0   0.39   H   
CS 411W   21   0   0.39   H   
CS 417   21   0   0.39   H   
CS 418   21   0   0.39   H   
CS 432   21   0   0.39   H   
CS 450   21   0   0.39   H   
CS 455   21   0   0.39   H   
CS 460   21   0   0.39   H   
CS 462   21   0   0.39   H   
CS 463   21   0   0.39   H   
CS 464   21   0   0.39   H   
CS 467   21   0   0.39   H   
CS 471   21   0   0.39   H   
CS 480   21   0   0.39   H   
CS 497   21   0   0.39   H   
CS 500   21   0   0.39   H   
CS 502   21   0   0.39   H   
CS 517   21   0   0.39   H   
CS 518   21   0   0.39   H   
CS 532   21   0   0.39   H   
CS 550   21   0   0.39   H   
CS 555   21   0   0.39   H   
CS 562   21   0   0.39   H   
CS 563   21   0   0.39   H   
CS 564   21   0   0.39   H   
CS 567   21   0   0.39   H   
CS 580   21   0   0.39   H   
CS 597   21   0   0.39   H   
CS 620   21   0   0.39   H   
CS 625   21   0   0.39   H   
CS 665   21   0   0.39   H   
CS 667   21   0   0.39   H   
CS 690   21   0   0.39   H   
CS 697   21   0   0.39   H   
CS 698   21   0   0.39   H   
CS 699   21   0   0.39   H   
